stabf,g4,g3,g2,g1,p4,p3,p2,p1,tau4,tau3,tau2,tau1
stable,0.753701355880644,0.16446102819351402,0.563109593653352,0.23981563293820898,-0.507670728204865,-1.11691962966126,-0.702501235021046,2.32709159288717,0.53328751282593,6.24513790053774,6.73087337437817,5.93011011760085
unstable,0.628860423786381,0.349143850920014,0.17356881660015602,0.35997402511258797,-1.6855045710566698,-1.8493325797830098,-1.9727138542054499,5.50755100504513,6.76924769920496,8.095174157248799,8.01452101703768,5.38129925652915
stable,0.0776101261113305,0.303920577803025,0.8665457963058341,0.8996982493877339,-0.986815918029798,-1.28058145097331,-1.48488454526459,3.7522819142677,4.19180384910867,0.8197911861547621,2.9392281070342405,1.6167868371141698
unstable,0.472192077743488,0.354342487890125,0.280982857520184,0.612403529208615,-1.9160262340018201,-1.16706123460778,-1.80862626682759,4.8917137354371905,9.92680728110744,2.54996382964303,8.314952223448781,8.55159820963844
unstable,0.6743898683196821,0.599003855980165,0.5241728822492521,0.35229199074088796,-1.82482360252211,-1.36277740864708,-1.8460795421782898,5.03368055334748,7.24858347796639,8.95107854465566,2.92032402330491,1.13210759360397
unstable,0.8951430610058271,0.46833496970202104,0.625363823866651,0.7110995082625049,-0.96583872738767,-1.4076269527418899,-0.9623917811869879,3.3358574613165497,8.838425948312759,4.77590415834652,4.37429363886033,7.02136199991397
unstable,0.879427907898293,0.8898938927957221,0.307903841937671,0.30566202650887203,-1.50882029374329,-1.8770612875965902,-1.68141419491175,5.06729577625163,5.6945572196255005,8.88331865624976,8.08867235232354,4.95224090481821
stable,0.7939818117141328,0.9178334359361009,0.840807129209329,0.8007567455144459,-0.698555961186008,-1.7669412588730002,-1.4692986976664701,3.9347959177254803,9.45644318889404,1.2904559401573799,2.43908920766944,4.1428304011016
unstable,0.515983284965043,0.16151785366833402,0.7132535780905129,0.836076237689777,-1.7273435975182099,-1.7470776394274599,-1.10675268019072,4.58117391713639,3.2691813284238602,2.33527630767662,7.92002984757187,9.34612594367674
unstable,0.6974653291476559,0.21069228436499104,0.6117806353295839,0.837263668885188,-1.78863821753007,-1.88027317816616,-1.69508490733105,5.363996303027281,6.292147426138881,6.06448032596261,9.180889708215801,3.9319535918755
unstable,0.45415549413451595,0.24557118484325402,0.983650729391923,0.595003445440603,-0.5022257840600101,-0.9292895575958191,-1.39673198846508,2.8282473301209103,7.356212289672401,4.92540189980591,5.58332528932482,8.67689455715097
stable,0.076750679144545,0.13962734749396302,0.5611657185336,0.425513660036568,-1.1219348128789801,-1.4249510782833201,-1.42921878649353,3.97610467765583,0.7448993810359509,0.9245165716965799,5.25317348290767,7.38317662850136
stable,0.45798213237628005,0.16588790657785402,0.121397365936366,0.40978510106609906,-0.974689729271666,-1.76173122208565,-1.62641373668818,4.3628346880455,7.56203555861037,8.51319290713967,1.9698615747301498,4.5418291414944205
stable,0.503974237784797,0.548860907231716,0.128154394470496,0.350474935760746,-1.7596432524193897,-1.07902571955567,-0.9895491425065559,3.8282181144816203,1.0769395824321502,5.996044983666099,6.04311848916973,5.97318647796828
unstable,0.10047172822607302,0.8242216054051229,0.9277223306533009,0.936087467029674,-0.7398532142363841,-1.44953230230508,-1.37785475734639,3.56724027388785,7.89061038035071,1.6210908105086699,7.73351662336675,7.25334606801501
stable,0.253585836609703,0.328541483094271,0.40849481838202295,0.16827702581011197,-0.673592706617038,-1.4328456414501598,-1.35595374186562,3.4623920899328198,5.1639235448489496,1.66237974259751,2.53387729804416,6.19248143447653
unstable,0.711898597795268,0.343262439409361,0.14183885085967302,0.867790601577518,-1.6316036971586898,-1.3744267135030002,-1.06313921400319,4.06916962466488,8.77786837292996,1.3117318530027802,1.09630195942208,5.89569345231323
stable,0.6476167928172409,0.22190502679318697,0.0613288483820634,0.471442103223066,-1.0375781966001099,-0.6877345389897349,-1.18786613128845,2.9131788668782996,0.786910858371004,6.269093949310711,6.4255541862818495,0.7270767907193629
stable,0.8384035036146751,0.17172401003389398,0.16012743403312502,0.127657732817716,-1.66465328709338,-0.819163766617642,-1.18847058920268,3.6722876429137004,5.16964822716473,6.67692890277124,7.020355775121371,1.80781872293327
stable,0.221631366997265,0.287025561205128,0.7786704801340041,0.253608875583038,-0.5879324853153779,-1.65395445267319,-1.16325253805559,3.4051394760441602,9.41252491868344,5.4783419879778,1.07163499989597,9.03414663642432
unstable,0.643629575397432,0.7850964909484741,0.39786050292263503,0.7025992460830219,-0.529198199447209,-0.882204831202352,-1.5403692214962101,2.95177225214577,1.79584584373885,3.5768968996559196,2.1595815183093996,4.47789615181807
stable,0.6559990060591079,0.330908729781676,0.392226079445173,0.40897371816242606,-1.2399852595565701,-1.3986900330711698,-1.49594916077453,4.13462445340227,7.73535636691332,3.32477130123085,0.9440683743616329,3.43254862102449
unstable,0.292634388226655,0.791912254627119,0.9875073049444709,0.0633621937780536,-1.79954398170807,-1.1584030416276299,-1.15415757612057,4.11210459945627,4.249789291440391,2.75518794596618,8.453342557460031,4.78071330094865
unstable,0.6371856719095179,0.667851721721907,0.787557445555592,0.955617589180665,-1.69489188658483,-1.4916451092318601,-0.9629969820340281,4.14953397785072,4.8551365943656,6.825482565988691,4.40654158307195,9.93605035330734
stable,0.0616653437584313,0.6621425740936271,0.0821056082573009,0.275612627578159,-1.2045574065975302,-1.57917098011974,-0.590451860592165,3.3741802473094302,2.3712378861513197,8.291244214744179,7.880690312292731,3.69909557555313
unstable,0.0826596367877105,0.788264275069049,0.6577517757736229,0.9536206118369581,-1.20120794617141,-0.5106179684868309,-0.6767580563750811,2.3885839710333197,1.7054919867324099,1.6890837551313098,7.18102283164953,9.85346181120317
unstable,0.314434099510369,0.5782859939865881,0.0585230182504177,0.41799305362314904,-0.5967840406920301,-0.5471513339767701,-1.6524648424833102,2.79640021715211,6.51775706954577,8.866207981971801,3.81571985705203,7.21296752386029
unstable,0.638421100667402,0.31503449221922997,0.778998571762109,0.354385405266908,-1.13441308952944,-1.06991433569737,-1.6822521868600602,3.88657961208687,7.4372370970718205,0.791174717333808,5.01211894823856,9.65991998277443
stable,0.8883161184607421,0.263953033489761,0.598836013407282,0.31641403965347603,-0.863526646450919,-0.847904196972155,-0.9103730433282329,2.62180388675131,1.89181260750744,4.9337854542830994,2.9844034696489503,2.48220278424179
stable,0.268789669713002,0.32163781636516997,0.6543330898088311,0.7994815154635809,-0.583463353729923,-1.41403610700899,-1.8514937934918,3.8489932542307095,7.19469647937642,2.55281063054377,9.79709296741197,1.49218872607205
unstable,0.654095210241171,0.980108942415168,0.14385050950251901,0.8121498868937579,-1.7262388464455398,-0.600065552451671,-1.6546556264116103,3.98096002530882,7.62040103067845,1.5993454487661103,8.83525617171532,8.234219118186541
unstable,0.903221919938528,0.6879159288899909,0.14803372452912,0.22349814867704398,-0.6013326291333879,-0.814255047075893,-1.5895943500161898,3.0051820262254703,9.24212875448136,8.81162194488258,6.145345121348151,4.86190329969986
unstable,0.7558479440954721,0.53756751143973,0.452660468495566,0.7775716762586379,-1.3070061639186699,-0.5837744600086011,-1.65227421511498,3.54305483904225,8.462014575017099,0.8965892307998728,8.737967610255751,4.04407080759471
unstable,0.617826172501391,0.364066309517074,0.7055857183566429,0.783161160990573,-0.65975961148534,-1.01536576742633,-1.14775468133548,2.82288006024715,1.54877294012755,1.6551735824242402,6.00209632273564,4.13059342073561
unstable,0.238282381648618,0.862932944952751,0.832337007060605,0.7816534180901401,-1.23276133878471,-1.96518518817888,-0.7634826803184581,3.9614292072820496,4.76698601133006,8.289289748990718,2.68584764647898,3.8665273086385095
stable,0.172636291845309,0.0720080936143105,0.08942212451292901,0.625206959986782,-0.623879799601063,-1.55388097074348,-0.550407644471922,2.72816841481646,5.17246806484824,3.7615992333194797,5.4075590016204504,9.23469681095942
unstable,0.133181990004274,0.218638741859193,0.367548833137683,0.782084076093746,-1.35573244407573,-1.34931857017755,-0.6640445296325601,3.3690955438858396,5.56856696210402,1.9725284881199598,5.7486923310156905,8.39404503514825
unstable,0.5048798714965971,0.7608789617710541,0.626340694692415,0.799212076099723,-1.5089892657160602,-1.21690465679324,-1.55141866270006,4.27731258520936,3.80154992894169,7.129656698101869,4.95951535644772,4.35222308100356
unstable,0.722353092914923,0.528381542993687,0.17985514026841604,0.548837056734045,-0.5199220392778979,-1.82601140335732,-1.3153700087398201,3.6613034513750398,6.77835512610903,7.6464417415921,1.30031678689623,7.66079579444337
unstable,0.38429463989664203,0.29164331603908,0.5999625283753229,0.931287341264425,-0.8091023003499491,-1.47867690854887,-1.10785702494299,3.39563623384181,5.260072262884139,8.58898740322161,0.511597142503376,9.81812809445219
stable,0.658453830919069,0.312797029970689,0.22529547719072898,0.12938773137336698,-0.7562754608873979,-1.8235575705538898,-1.74832297856129,4.32815601000258,4.52722749641616,6.651426529157059,1.14209406597184,0.50401426172707
unstable,0.7271722294083941,0.9708927791901251,0.58477645014912,0.5439173381807489,-1.719849079916,-0.752603758202831,-1.41624379248756,3.88869663060639,7.91740903888713,6.716960737091481,8.55277522544775,6.58774307635393
unstable,0.706239051096461,0.704158376806418,0.179388964941195,0.890949250363854,-1.74098955370203,-0.693916183530761,-0.9897383548146459,3.4246440920474397,8.791040784468981,3.34455486119043,1.05225476913985,9.28575403724697
unstable,0.48122908086688304,0.808117505104733,0.6823933579425401,0.690585361395691,-1.6331056427467001,-1.07971978081579,-1.56208863399057,4.27491405755306,1.08482815456977,9.90406212069881,6.97037738335149,5.15020757152322
unstable,0.24266890749429895,0.379493541632433,0.8322857709625341,0.757866706937889,-1.87385134683148,-0.688376810929726,-0.8462312232815892,3.4084593810428,7.7579885065924,3.92716530235617,3.12712312110038,6.7452143531312405
unstable,0.9790857876483199,0.5808408918186,0.396811506515681,0.529685304742925,-1.32981086575253,-0.984437481844262,-1.89461633145834,4.20886467905513,9.00113592863475,2.20728055471667,8.43474066862767,4.72979765981223
unstable,0.9038357730383509,0.38736759983562,0.972374602542913,0.42714183276022905,-1.26127522731377,-0.9647704689012142,-1.5460625389967702,3.7721082352117503,3.08351606695568,2.3426231160554503,5.968581820695079,9.97041327098946
stable,0.278032880929962,0.762099199028712,0.8178724517841091,0.31582560149954697,-1.61234485485679,-0.735708919376391,-1.58076853335913,3.92882230759231,3.28980577215442,8.634376146312789,1.4927887077576398,2.9180495394637203
unstable,0.953996746130716,0.318092070723203,0.16137443527762899,0.955231715889807,-1.1480454977648402,-1.849743002933,-0.542270283731166,3.5400587844290095,6.907925609648711,2.6232298392380096,5.31630680036639,4.985250046070401
unstable,0.519006781664151,0.8353348172940759,0.5114839602767279,0.171155693889289,-1.09121268841821,-0.69367963824037,-1.05923268002095,2.8441250066795294,9.37752221709867,7.382552796415251,5.7114067177601395,7.47637125590862
stable,0.19983742515620898,0.304396707586088,0.612155473810246,0.4429278703603429,-1.83213737769593,-1.5457045699638399,-0.58725894994745,3.9651008976072206,7.3544582501001,1.2191374458245001,9.54598877757237,3.9898504245832997
unstable,0.515684664548405,0.38614632534559795,0.957579040152995,0.9751592837318571,-1.83796963748217,-0.9508334026578459,-1.0632671583054,3.8520701984454195,9.259616927209919,5.61384363144016,4.31132651185223,4.5576170075462095
stable,0.386783996372773,0.14845410451375401,0.19814957487738502,0.6291632888972951,-1.4761572658320001,-1.31165762718103,-1.69426017939062,4.48207507240365,5.04185482899795,1.4426375147345099,1.45148563498077,4.61453704872731
unstable,0.734624620829408,0.478029595147583,0.8964043401930321,0.37884609450430395,-1.3758463103566299,-1.1148464887743101,-1.87613827333384,4.366831072464779,3.31298499437135,7.63658719677568,7.43879122360026,5.3414059578775195
unstable,0.479167882785335,0.10906883259678801,0.658796398004032,0.944564444776316,-0.793748142449511,-1.2995633626848302,-1.7795638734185701,3.87287537855291,5.983644442978901,8.773078479780281,7.90323549366794,9.64539209639471
unstable,0.674176650339658,0.9943934006221451,0.9121711117927609,0.18980207070162602,-1.30519848134936,-1.50983210712265,-1.96336325122091,4.77839383969292,8.81389322046684,4.65997948461133,5.0294807963659105,9.85505319049754
stable,0.696036275621578,0.293682647594772,0.5750001262952249,0.5686037931193921,-1.09137064868291,-1.2878289663117701,-1.2748200706604398,3.65401968565512,1.74164108673596,5.593130636704769,2.46205132985709,6.12684573366283
unstable,0.780903286364843,0.745796032019269,0.633888460939393,0.8036099513288308,-1.0615295783062901,-1.17524598291829,-1.5059986175756601,3.74277417880024,7.39013513652751,3.4218399507649098,1.07005166530377,6.512506176917241
unstable,0.376601651037559,0.45785690006524704,0.187899833853611,0.380299484792562,-1.00793274323646,-0.573671433478384,-1.4049312196003703,2.98653539631521,5.551937878322411,5.567313430813201,6.96474261608614,4.77900506510407
stable,0.13876529897061202,0.14588500953068698,0.0991265443492855,0.120052100358248,-1.2467949458025702,-1.42742495234999,-1.28940554815296,3.96362544630552,9.43979756154534,7.97357751207028,3.264561073361,5.95226605967979
unstable,0.43535755262601294,0.9198924945385849,0.73808710172383,0.566963433139125,-1.7108379907431102,-0.965343588558235,-0.8194455237917251,3.49562710309307,3.0773681648262103,3.6117175883145203,0.9707334547653329,4.02051982507196
unstable,0.7992467789978629,0.722704467285586,0.213010072691316,0.196656892497656,-1.34463232855044,-1.6777746599414598,-1.83071609827222,4.8531230867641195,8.72957468059645,4.12792547868637,2.7704270708939998,8.89223408780115
unstable,0.35238939350792103,0.0687466751778836,0.92564992796286,0.45914262504641995,-1.7280927251419198,-0.6741481037213929,-1.19845597058807,3.60069679945138,7.27339484992157,0.9525496054529909,6.541855550699379,8.13733995722737
stable,0.829695887044428,0.0593324468502379,0.348798336459816,0.63043878665991,-1.2755275139478701,-1.34778687565621,-1.0588921394049,3.6822065290089796,3.30494781213965,7.447199022288151,2.29623146232842,9.39514172807625
unstable,0.737205263915008,0.0813262773435086,0.9033236195827501,0.745966779826792,-0.551507495101506,-1.38395502183858,-1.52500460288171,3.4604671198218,9.265647001861,0.637752898140065,3.84992606003302,2.9360387471148597
unstable,0.102243005441771,0.31301259430943396,0.548752397274199,0.976099430208299,-1.23382052190643,-0.808431924290606,-1.79678793861759,3.83904038481463,2.22966583067146,0.8135693973597721,8.82891108424875,6.871649547690611
unstable,0.738963692016469,0.213716215511055,0.5842131637333431,0.104626291134084,-1.97610718127466,-0.7380035672652191,-1.74876040404412,4.462871152584,9.28468002970167,1.22716366606805,8.750652796313139,9.20591116897103
stable,0.523630290638478,0.9171057714225841,0.0969923660876893,0.36721529065364794,-1.4283477899978998,-1.1813126945846102,-1.13430772115339,3.7439682057358996,1.68178884195779,9.971022902672019,2.94415393355754,4.61926951420447
unstable,0.8228641027967891,0.5869559372194301,0.337439985722041,0.8803371034102379,-1.7190504025836102,-1.4824446274543601,-1.84188562717435,5.043380657212321,1.10835474900228,4.79672076876771,5.501054366192419,9.031281583433618
stable,0.9611358805139641,0.71559874958763,0.971654500432187,0.8793880128017529,-1.2597495117203998,-1.57640921963144,-0.863773026641912,3.69993175799375,1.8281339006869701,7.172145907313781,1.5419260918559,2.3792987071652902
unstable,0.825760025859963,0.22085685758122,0.630221773673979,0.8416820286678129,-1.54527875091536,-1.2761138826998,-1.1754751072221599,3.99686774083732,7.90243973991915,4.777248278536191,9.972660785926198,2.85567680558354
unstable,0.8237387813397721,0.9519895088364441,0.22785551415442298,0.902333802968486,-1.9959136924678702,-1.46110466002421,-1.2708102384742,4.72782859096628,8.22810544441713,4.59996343160894,8.86156308336607,9.2806782117252
unstable,0.988647555358459,0.945602308237813,0.660594780501395,0.8666313014396251,-1.27149096181681,-1.42411633649979,-0.586541743780987,3.28214904209759,0.8895024985763129,5.122997165753531,8.389754853467739,9.652791273668589
stable,0.48886690740937705,0.684872433584912,0.0616308958481171,0.890360085469101,-1.5851134830323503,-1.8473248039521502,-0.6713352057254761,4.10377349270998,7.3034892620031,9.89806791513863,8.97572500860893,1.5570284604658402
unstable,0.809877268810547,0.450951085453555,0.35124211933517896,0.280766778887248,-1.8353205284663798,-1.5024443431566499,-0.7497880687742611,4.08755294039729,6.08954586235986,5.05658223732158,3.3720192414235197,9.80031816256616
unstable,0.7586166376042521,0.834101695623937,0.811116288209158,0.417331501177105,-1.3533800195761,-1.8391804216191998,-1.08278990540222,4.27535034659752,6.7066072180612695,9.28693887580779,7.95768026070142,1.04768726368983
stable,0.22605963359343398,0.36876770793309993,0.153218781333792,0.560679696287344,-0.809470903902722,-0.952139297234337,-0.6653808592454301,2.4269910603824902,4.93413705944159,2.33436479514162,4.630276730429889,8.38048919924222
unstable,0.14697073430873497,0.9758138382496129,0.9100022076363701,0.763529284958552,-1.25527436405967,-0.754596535672725,-1.01834074565272,3.0282116453851198,2.91551093747425,6.8035209815106,8.52559063908636,7.344367893861259
stable,0.260963602125446,0.486136618560539,0.0785711289227835,0.22501014338844602,-0.8662431468069549,-0.8957396003986241,-1.3727583710865603,3.1347411182921405,9.239545297656369,9.38111268302653,6.116513110093269,3.33338015810951
stable,0.0538994862416992,0.89652747795342,0.420768501676216,0.514883703002034,-1.092903569968,-1.4502862413873898,-1.40302545231262,3.9462152636680097,4.39252736913061,3.46221094050944,3.08105337498987,9.99304591989077
unstable,0.8667294132147729,0.19099078145602902,0.889474859976753,0.24124569850683897,-1.35719454289332,-0.6464682785146171,-0.6961324966818211,2.69979531808976,4.6047434415717,8.53565189524376,2.01907796484469,5.477516938765709
stable,0.177922477075423,0.22200738868147799,0.296415150947323,0.30436077473829,-0.597328261750902,-1.98816260456503,-1.97331706514537,4.5588079314613,5.00620829651686,3.4567958275119306,1.49136670068719,0.6301155365125971
unstable,0.626653451115388,0.8939173971325741,0.45587337759922997,0.8639898323854591,-0.577208396392106,-0.7033132062339219,-1.98492830461384,3.2654499072398697,5.599287997307769,2.78939963919226,6.869981127417389,7.158135734757191
stable,0.36398472319265096,0.608407919176042,0.623179662534828,0.752231120026072,-1.95574069331548,-1.0378119483406198,-1.2351360687613702,4.228688710417471,5.53638845811707,9.072752427599449,2.80053402861336,0.867087833116122
unstable,0.653022873336571,0.945275044956672,0.716153198168173,0.724927435941665,-1.00632779605457,-1.4652332196625901,-1.19795947589416,3.66952049161132,7.496281509174629,6.8019592687287,3.62083847983988,9.579291854455949
unstable,0.600090676156323,0.858868723784579,0.671989467035179,0.631937419276946,-0.706147583165485,-1.95429313277266,-1.8681031602651799,4.52854387620333,1.6432266175368702,7.236908718253139,4.62590536981617,9.4559780142796
stable,0.8059629372032601,0.562513652994843,0.7078025161995269,0.22624746070499302,-0.703293434148841,-1.8832036361230902,-1.8965783180904,4.48307538836233,1.83995833042059,2.61148581656502,3.4819266665050796,6.84901001651464
stable,0.15862594419085502,0.380577327890682,0.281120871509849,0.9343111971274469,-1.12418565124427,-1.44871669001376,-1.40504245667947,3.9779447979375,8.228702023949861,3.7772834561005197,2.09597394776229,1.22815038600069
unstable,0.364861544982146,0.534617030677572,0.31332980796637,0.353255606409636,-0.8497997745127299,-1.7302133122949601,-1.06198091469134,3.64199400149903,6.17408108977104,5.16108893737821,8.077515485273429,4.91395487589021
unstable,0.73210576398745,0.22243865458425102,0.6990705335748281,0.37258691308502295,-0.766815127547272,-1.01314841999285,-1.33991581877595,3.11987936631607,2.27478728490361,1.2176961540126499,6.257176776728281,4.91356156118192
stable,0.6336419129927061,0.35099373747212204,0.129092063733645,0.442322846737483,-1.01777547463943,-1.8758409598653,-1.6384152163678998,4.5320316508726295,0.7664067066877609,0.563290827236278,4.825975088323919,4.49956953416833
unstable,0.7354666909581641,0.14030250028660998,0.722592222482968,0.7126956998629759,-1.84653240259791,-1.1289169165627,-1.75224135633634,4.72769067549695,9.52587175328126,4.47663072592374,5.440081842620651,2.5706331478792404
unstable,0.686398782125172,0.950419335377469,0.21855617868838395,0.33982790274781605,-0.7189332209185929,-1.06801397344009,-1.06802264727618,2.85496984163486,5.46056745295277,7.785377760397449,2.36599730655669,6.78657744067814
stable,0.270880485502263,0.5467169101387029,0.19211929387227497,0.9898185093533359,-1.74839834548396,-0.873916301445907,-1.28652198933235,3.90883663626222,2.67376469998859,6.6032767777294,3.86490823461957,1.83564488940928
unstable,0.12084080036832999,0.897430453751615,0.9845192467930279,0.6295393117439899,-0.9390044044187289,-1.0295960220149498,-1.11657644693169,3.08517687336537,5.00763636395751,8.16761568788729,4.10711058621468,1.95785340418194
stable,0.415227141396954,0.45611844060796797,0.968673111903167,0.5301583901006021,-0.781501241509873,-1.18983417776787,-1.36157862834461,3.3329140476223498,6.07620079518169,3.1128042623732597,0.505371509904135,9.41680588144908
stable,0.849518873375937,0.770045182277755,0.12300934074943302,0.742527862820048,-0.786486856602086,-1.59523761077183,-0.54981155609847,2.93153602347239,9.89695426696708,1.28130901707505,1.7013970719039,1.5306760102238601
unstable,0.850290271456535,0.280255092490107,0.6468160151744661,0.701205085498666,-1.38223724205383,-1.6204634748500901,-1.55862522221361,4.56132593911753,3.53837719183596,3.8034504848481,7.98937459291486,2.9572390014219803
unstable,0.9587645540744192,0.197503729024183,0.13669381375232198,0.496961751442979,-1.35814337746871,-0.637056714840676,-1.59570168372145,3.5909017760308397,4.49647486295811,3.97864696272702,4.32927626648619,3.37862935875776
unstable,0.953867816023116,0.647609008091347,0.468871748876303,0.7985666425597909,-1.02406015695701,-1.7798787261077902,-1.23944097347135,4.04337985653615,1.0964136187023499,8.832001078076141,5.01392464914408,7.98369659763934
unstable,0.646784067499338,0.41277133491834,0.625105850279447,0.6938140835600061,-1.45963132443131,-1.40377292378932,-1.26099597170262,4.12440021992325,2.93577003027309,3.8247474786643396,5.930143752748081,5.27640202251348
stable,0.0825826096576022,0.0744111161704513,0.463236291703755,0.442707998150514,-0.563764124231704,-1.52831945200345,-1.0654097272002299,3.15749330343538,6.666353344820339,5.86670213271737,2.6410690452994503,4.8930770059678705
unstable,0.345546593734967,0.8764444698030749,0.697320960814769,0.39420922258602,-1.2090375419856298,-1.99903407510141,-1.03600467764011,4.24407629472715,7.9463470180561195,9.244689526860869,6.25808062323177,6.84363956742375
unstable,0.8586612728265209,0.702845254890119,0.500461854119007,0.469396188603992,-1.05808568246178,-0.9755705416050741,-0.8317563747782379,2.8654125988450896,2.5863149763795,7.92777936326439,3.99566482242388,6.809078445772281
unstable,0.6438773729855141,0.518902292236981,0.413463229865706,0.230438309598862,-1.52110027207052,-1.1497866646887,-0.5293858015115139,3.20027273827073,2.33209282739094,7.179484537206191,6.15977531931127,8.14787763615608
unstable,0.932077894749767,0.7959725386333092,0.38195801145895003,0.66010163375826,-1.5820606849787098,-1.9279562931203702,-0.6710497090976569,4.181066687196741,4.62848671606771,8.44108380221822,7.91450545041171,6.56403736090198
stable,0.8720481538610959,0.345429225404519,0.691036827880309,0.501965648446954,-1.63946660571473,-1.84667855830892,-1.2950728516997099,4.78121801572336,2.42632592787256,1.6703019440980402,9.76426957208551,6.06160137835037
stable,0.506888348598594,0.39960994086027707,0.342665553153532,0.515184987793101,-1.5935305340522599,-1.91474001863759,-0.6609726762243311,4.169243228914181,3.45833956149673,3.94188492119182,7.635219962364331,2.3831038731425
stable,0.651629028408565,0.6308825635410561,0.502539526991786,0.934755876283703,-1.6893692218172198,-1.24322449000372,-1.81112939731253,4.7437231091334695,9.99744826556684,0.8446460442245699,1.8750412011775401,1.99984460233124
unstable,0.939050105537453,0.336296342877189,0.292930724700887,0.331046124656072,-0.9769505806764008,-1.6844193568372199,-1.11595213656198,3.7773220740755997,5.7783213612224005,1.20519140449029,2.39266354979711,4.0456439643699
unstable,0.8772791261593861,0.7108199040316411,0.29882275464829805,0.674893038038756,-1.1095931187725199,-0.529845060470735,-0.761918315561244,2.4013564948045,8.34826174314428,8.2244993041892,7.35265524912951,8.94042854428457
unstable,0.097994386707861,0.389241125806688,0.7775355457767321,0.4573011907533289,-0.6045196867361899,-0.6612187901593859,-1.33076400733191,2.59650248422749,3.5913251061950695,5.85161864077196,5.55103829340672,3.88854685924636
stable,0.285593250162395,0.127745145431571,0.30390506595381295,0.8816350013719849,-1.62281601921184,-0.953001501379348,-0.965987454451434,3.5418049750426204,2.97658702337969,2.11683043261039,4.433751204807639,3.85394261847435
unstable,0.887182387672545,0.9485523057995731,0.36631732135856204,0.31135987031881607,-1.2973292589190801,-1.8764315474271798,-0.501580528471712,3.67534133481797,7.01682519234143,7.359659873982331,3.881030380225,7.96148447231264
unstable,0.135779320044041,0.0500536923673214,0.8398789464083309,0.7828970357107109,-1.93354693123801,-0.8708453655826509,-1.06766798912641,3.8720602859470703,5.42818519557024,5.591566487946401,6.602991519738799,8.758841184258651
stable,0.6787494198271871,0.6436083149049909,0.531583727919038,0.257257969459668,-1.67337748529216,-1.92719787995176,-1.02109691298938,4.6216722782333,3.2692968115527004,1.7638274135113898,8.84980677496971,1.03183580058891
unstable,0.665816545411791,0.6833335180334151,0.7533917488344171,0.31693885152279905,-1.3973810759636598,-1.5252345447939097,-0.8394866800528249,3.7621023008103998,3.66491820342065,4.64532548594474,8.99869329425638,2.9668180065389
stable,0.7326496336585921,0.35754165932270104,0.208684627487671,0.730522275893883,-1.17467248132079,-1.67134263674907,-1.0861767289776898,3.93219184704755,4.05951128654755,9.73135125298052,1.20298397213975,4.00657065715556
unstable,0.394152438832829,0.9945683527961479,0.6905472622290351,0.49932743575178296,-1.8303233682225002,-1.48319394453601,-1.44421847044325,4.75773578320176,6.1831162099262595,4.844399539173209,3.84907046045976,8.94590746285747
stable,0.36420373070627204,0.134388477957536,0.484453854230399,0.0878467668880802,-1.2012535736199499,-1.6601916457181103,-1.40322822232429,4.26467344166235,7.62513479239702,1.0140682592532502,6.4473237194619,8.58777521256413
